car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,total_distance,max_speed,total_rides,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_nans,feature_quant
H-4871785P,Hyundai Solaris,economy,petrol,4.8,2015,98826,2017,27.32,wheel_shake,0.1,4.555057471264368,14191212.891789613,118.7708934899814,174,34.798850574712645,8.074712643678161,17.504065040650406,34,4.117647058823529,913,3,33.888999999999996,-0.16366739866181051,4.664183908045977,102721,1.036,0,11.914
H83423387a,Kia Rio X-line,economy,petrol,5.04,2015,89433,2015,32.87,gear_stick,0.1,4.690747126436782,11664107.711954026,105.2193182882177,174,33.160919540229884,7.900574712643678,9.551724137931034,34,3.176470588235294,856,4,90.965,-0.014206569026490883,-25.959040229885055,111251,-22.754,0,-1.5942500000000002
g18985198o,Nissan Qashqai,standart,petrol,4.18,2014,63534,2019,33.11,break_bug,0.1,5.2699425287356325,9377806.207455248,120.1671685783652,174,34.310344827586206,7.9959770114942526,7.586206896551724,34,3.0088235294117647,891,4,29.017,-0.05360809969196999,-5.283293103448276,461504,-15.28,0,1.73275
f-1368188Z,Smart ForFour,economy,petrol,4.34,2013,40509,2016,48.27,engine_ignition,0.1,4.085862068965517,13721477.512241632,183.0152471132004,174,35.01149425287356,7.911494252873562,6.609195402298851,34,3.1323529411764706,866,3,41.421,0.12580040084420413,10.062586206896553,438574,0.094,0,21.0865
k-2273981K,Hyundai Solaris,economy,petrol,5.34,2013,40654,2020,52.82,engine_check,0.1,4.552298850574712,12924443.500981309,156.0,174,34.206896551724135,8.052873563218391,20.016528925619834,34,3.3058823529411767,951,4,72.561,0.17669521783766345,14.627362068965517,514655,2.323,0,21.679
n81763737L,Nissan Qashqai,standart,petrol,2.86,2014,64524,2021,48.97,engine_overheat,0.1,4.167068965517242,21051507.372869838,187.9061682439316,174,32.0,7.816091954022989,9.300578034682081,34,2.4176470588235297,867,4,57.516,0.10967185910740415,-0.9613275862068966,565316,7.155,0,7.59525
c-1171224N,Kia Rio X,economy,petrol,4.26,2015,86897,2015,60.56,engine_ignition,0.1,4.303505747126437,15941854.614146538,193.54771785747172,174,35.61494252873563,8.000574712643678,7.2011494252873565,34,2.9382352941176473,936,4,51.111,0.02699805090682755,20.77280459770115,395404,1.697,0,37.28
K-2042834N,VW Polo VI,economy,petrol,3.58,2015,99295,2014,36.79,electro_bug,0.0,4.3885632183908045,15742246.60360016,202.92059579332425,174,34.41954022988506,7.991954022988505,6.994252873563219,34,3.926470588235294,819,4,9.084,-0.09963581360806342,-0.12158620689655172,142583,0.0,0,0.042
A-7704231e,Smart ForTwo,economy,petrol,4.4,2016,94152,2016,88.46,another_bug,0.1,4.714770114942529,9411295.861444961,169.1531499762553,174,34.02873563218391,8.052298850574712,16.88034188034188,34,3.1999999999999997,886,4,9.001,-0.011325276578488102,-0.26432758620689656,7651,0.0,0,0.0
T-2809069O,Renault Sandero,standart,petrol,4.7,2014,67441,2019,28.4,break_bug,0.1,5.4719540229885055,14217039.836885586,100.56835458443614,174,34.13793103448276,8.025862068965518,7.540229885057471,34,2.9911764705882353,928,4,50.993,-0.09447378141803449,-10.794413793103448,276965,4.753,0,0.5535
e-2200514f,Kia Rio,economy,petrol,5.98,2013,44604,2019,48.97,engine_ignition,0.1,4.246379310344827,21276298.946259536,177.92202659802163,174,34.1551724137931,8.054597701149426,7.218390804597701,34,3.176470588235294,859,3,13.77,-0.048973733473647967,-3.244735632183908,427440,-0.0,0,-0.0
J-1137633W,Renault Kaptur,standart,petrol,5.02,2015,79579,2019,33.59,engine_fuel,0.1,4.061264367816092,15338188.107360246,175.86857356993582,174,34.247126436781606,8.14655172413793,17.66393442622951,34,3.341176470588235,835,4,13.26,-0.10691677275385959,-3.0098908045977013,128921,-0.0,0,0.0
T17971896t,Kia Sportage,standart,petrol,5.14,2013,52335,2018,32.37,gear_stick,0.69,4.725344827586207,16378717.891573163,101.72430051662872,174,33.02298850574713,7.730459770114942,8.850574712643677,34,4.273529411764706,915,3,101.223,0.03587558965752608,-46.17982183908046,282868,0.522,0,-21.98625
z10430541i,Mini Cooper,business,petrol,4.2,2013,36149,2021,50.54,engine_fuel,0.1,4.30867816091954,22050902.72628586,168.78248660578166,174,34.339080459770116,8.148275862068965,16.55140186915888,34,3.347058823529412,671,4,33.504,-0.14378370884125014,-0.34817241379310343,731417,1.472,0,8.526499999999999
o-9505235X,VW Tiguan,economy,petrol,4.44,2016,91388,2017,54.34,engine_check,0.1,4.579367816091954,11159744.58038035,157.0,174,34.47701149425287,8.151724137931035,17.035398230088497,34,3.114705882352941,906,4,11.001000000000001,-0.09478592818476213,-2.1824770114942527,572937,-0.0,0,0.001
Z56694596c,Nissan Qashqai,standart,petrol,4.24,2014,62465,2020,51.03,engine_check,0.12,4.599425287356322,9228017.543918168,162.0,174,33.95977011494253,8.077011494252874,18.714285714285715,34,2.7852941176470587,852,4,64.558,0.04284077272421436,-21.452655172413795,360616,-1.559,0,-10.46175
u-2290162o,Kia Rio X,economy,petrol,4.58,2013,43197,2017,28.75,engine_fuel,0.1,4.054597701149425,15132145.407270744,173.20792969873966,174,33.81609195402299,7.954022988505747,14.15079365079365,34,3.9735294117647055,791,3,66.173,-0.007762671767962636,33.58464942528736,655722,0.217,0,44.83325
E-5303502D,Nissan Qashqai,standart,petrol,5.12,2012,24702,2020,22.11,break_bug,0.1,5.312988505747127,15568053.146310769,104.21803804671222,174,35.2183908045977,8.020689655172413,7.144508670520231,34,3.605882352941176,866,3,68.262,-0.16269942850913574,-25.086735632183906,62556,8.587,0,-12.15075
R50675613t,Nissan Qashqai,standart,petrol,3.4,2012,23972,2018,33.58,electro_bug,0.0,4.181494252873564,20432581.452589277,189.64492674618964,174,35.17816091954023,8.10344827586207,7.545977011494253,34,4.055882352941176,975,4,62.912,-0.08670717834263528,12.281637931034483,255519,2.416,0,17.458000000000002
H-1289656m,Volkswagen ID.4 ,premium,electro,4.32,2014,63971,2017,46.63,break_bug,1.46,5.271954022988506,16081486.591713492,113.59010607865676,174,35.95402298850575,9.117241379310345,11.459302325581396,34,3.158823529411765,800,4,52.736999999999995,0.1474648229888687,11.06533908045977,96235,-1.078,0,18.993000000000002
O-1576355d,Renault Kaptur,standart,petrol,4.0,2014,54928,2018,36.18,break_bug,0.1,5.450229885057471,12086474.612155594,107.37894367072391,174,34.63793103448276,8.01206896551724,7.804597701149425,34,3.414705882352941,1024,4,29.023999999999997,0.09433236675937932,-5.213109195402299,199891,3.596,0,3.593
U-6362584Q,Renault Sandero,standart,petrol,5.42,2013,46099,2015,32.45,electro_bug,0.0,4.610344827586207,12268711.530642215,185.33708740461665,174,35.741379310344826,7.9798850574712645,6.879310344827586,34,3.4352941176470586,887,3,55.038000000000004,0.11769715056384396,-9.915005747126436,290477,-11.098,0,-1.518
B-8479157Q,Kia Rio X-line,economy,petrol,5.78,2014,65086,2016,55.58,engine_ignition,0.1,4.1691379310344825,22793910.697100397,179.66724356878962,174,34.206896551724135,8.020689655172413,7.264367816091954,34,2.9705882352941178,1100,4,58.221,0.1929878231107932,31.763718390804595,21684,2.666,0,45.987500000000004
h16559760t,VW Polo VI,economy,petrol,4.24,2012,29995,2018,28.07,engine_overheat,0.1,4.296494252873563,11850780.894235525,198.86930116090767,174,32.08045977011494,7.86896551724138,9.052023121387283,34,4.3,928,4,35.23,-0.05300231861875726,10.735028735632184,476867,20.127,0,16.424999999999997
o-1530462a,Renault Sandero,standart,petrol,5.16,2012,29338,2019,34.18,gear_stick,0.1,4.504252873563218,12567081.01719112,113.94849570248115,174,33.94252873563219,7.867241379310346,9.408045977011493,34,3.426470588235294,823,4,89.069,-0.050472433363680846,-15.08928735632184,567347,-5.509,0,3.64275
Q70371595z,Hyundai Solaris,economy,petrol,2.32,2015,73471,2021,29.55,gear_stick,0.62,4.56448275862069,10343036.99301232,118.6956600407516,174,32.94827586206897,7.785632183908047,9.080459770114942,34,3.7676470588235293,891,4,29.009999999999998,-0.022571349476485116,-2.8358045977011495,241868,-3.24,0,4.766
v11386552i,Kia Sportage,standart,petrol,3.56,2014,57077,2015,34.79,engine_fuel,0.1,4.299080459770114,13771262.311925884,180.59001393821544,174,34.11494252873563,8.065517241379311,17.284552845528456,34,3.679411764705882,766,3,43.009,-0.03905843571906121,21.10314367816092,674863,3.709,0,28.11975
A-8582359Y,Smart ForTwo,economy,petrol,5.12,2013,46279,2018,53.1,engine_ignition,0.1,4.280402298850574,11719921.082537934,187.71136286862617,174,33.63793103448276,8.135057471264368,7.793103448275862,34,3.1411764705882352,870,4,43.54600000000001,-0.021748709311388552,-3.0203563218390808,7749,3.841,0,6.1295
m-1142531u,Nissan Qashqai,standart,petrol,5.34,2014,52783,2016,76.87,engine_ignition,0.1,4.263908045977011,17814681.82448195,174.2364092623902,174,33.339080459770116,8.008045977011495,7.341040462427745,34,2.585294117647059,842,4,49.346000000000004,0.15278809463938695,5.985735632183908,538280,-1.058,0,11.084999999999999
w21325307E,Nissan Qashqai,standart,petrol,4.38,2015,89546,2020,53.5,engine_ignition,0.1,4.255402298850575,24955128.212386895,197.71582944758228,174,33.86206896551724,7.992528735632185,7.344827586206897,34,3.5176470588235293,939,2,15.129999999999999,0.06036094698158971,-3.911574712643678,694211,0.0,0,0.001
P-8788464u,Nissan Qashqai,standart,petrol,5.1,2011,7883,2020,58.1,engine_ignition,0.1,3.9639655172413795,11604159.979353493,196.30241029071487,174,34.35057471264368,8.025862068965518,8.028735632183908,34,3.2147058823529413,810,2,31.503999999999998,-0.13358110740904794,9.697942528735632,218294,-1.699,0,17.0775
Y11984874C,VW Tiguan,economy,petrol,4.24,2017,132161,2019,27.17,electro_bug,0.0,4.132068965517242,15081865.959848031,200.0,174,35.94827586206897,8.014367816091953,7.568965517241379,34,4.461764705882352,896,4,55.839,-0.015699207626895365,17.587563218390805,343048,-2.849,0,26.90625
I-2085485K,Kia Rio X,economy,petrol,7.46,2015,81952,2015,29.09,break_bug,0.61,5.473448275862069,10861256.60142851,101.99948351041392,174,35.54597701149425,7.98735632183908,8.022988505747126,34,2.735294117647059,920,4,8.2,-0.17889142827615573,-1.9551264367816092,114963,-0.0,0,0.0
p-1607435n,Renault Sandero,standart,petrol,5.02,2011,615,2020,33.93,electro_bug,0.0,4.48896551724138,22445842.889552943,183.22681514600075,174,33.5919540229885,7.883333333333334,7.287356321839081,34,3.614705882352941,824,4,57.216,-0.11651169888936128,6.304385057471264,580161,7.413,0,14.978
v-7267042G,VW Polo VI,economy,petrol,5.18,2013,36782,2020,38.75,break_bug,0.19,5.392988505747127,12266774.516173115,98.71256697257228,174,34.92528735632184,7.936781609195402,8.271676300578035,34,3.6205882352941177,863,4,63.699999999999996,-0.07304288504963635,-26.927028735632184,672604,-29.289,0,-14.71275
X-5337958G,Kia Sportage,standart,petrol,3.7,2011,6183,2017,62.11,another_bug,0.1,4.8420689655172415,13678544.504235879,199.7735305440404,174,33.43103448275862,8.101149425287355,15.582608695652175,34,3.9382352941176473,867,4,48.012,-0.024374491951737125,-11.912752873563218,327329,-2.424,0,-4.79675
T14802622s,Mercedes-Benz E200,business,petrol,4.46,2015,88283,2021,57.24,engine_overheat,0.1,4.128045977011494,6397906.244292986,183.2846032004644,174,33.91379310344828,8.047701149425286,9.454022988505747,34,4.326470588235294,912,4,13.431,-0.16730119292968268,-3.0879655172413796,281676,0.0,0,0.0
k-6591744D,Hyundai Solaris,economy,petrol,5.0,2015,89538,2018,37.82,wheel_shake,0.1,4.66367816091954,13872108.23124447,119.0,174,34.327586206896555,8.171264367816091,15.68141592920354,34,3.7411764705882353,871,4,69.616,0.24291428246331034,27.273632183908045,515327,17.7,0,42.1625
z-2033330g,Kia Rio X,economy,petrol,5.12,2015,91474,2017,59.24,engine_ignition,0.1,3.8952298850574714,11979202.4238144,172.53559766165284,174,35.06896551724138,8.00632183908046,7.724137931034483,34,2.585294117647059,779,4,40.222,0.26189463956266257,12.01767816091954,727767,1.541,0,19.886
o18752959g,Kia Rio X-line,economy,petrol,3.92,2012,21459,2014,22.89,wheel_shake,0.45,4.735632183908046,15467262.310669443,155.18052124033247,174,32.52298850574713,8.020689655172413,17.46456692913386,34,3.9558823529411766,937,3,81.36699999999999,0.019550175191863466,21.257471264367815,574764,-1.149,0,41.283249999999995
t11356436u,Kia Sportage,standart,petrol,2.86,2015,84699,2022,83.79,another_bug,0.1,4.4159770114942525,16578577.954935726,189.775995205554,174,33.47701149425287,8.15287356321839,18.45689655172414,34,3.411764705882353,932,4,51.778,-0.010813743143354903,1.1639597701149424,643463,-7.534,0,5.95825
V-2169580X,Renault Kaptur,standart,petrol,6.16,2012,21819,2022,28.7,engine_fuel,0.1,3.8417241379310347,11874826.215151964,177.30578182370832,174,34.201149425287355,8.038505747126438,14.0078125,34,3.4558823529411766,877,4,41.633,-0.15513051515440313,14.354402298850575,301460,-0.401,0,24.64125
R89114665D,Kia Rio X-line,economy,petrol,3.2,2013,45176,2021,30.8,engine_fuel,0.1,3.943850574712644,14804670.465320459,186.49735150357807,174,33.3448275862069,8.143103448275863,16.04724409448819,34,3.8764705882352946,802,4,14.451,0.09441962578692019,-3.5713103448275865,257108,0.0,0,0.0
F15011099W,Kia Rio X,economy,petrol,3.16,2011,1606,2021,42.08,wheel_shake,0.1,4.396149425287356,11325304.717103854,118.58929860261613,174,34.8448275862069,8.049425287356321,15.214285714285714,34,4.273529411764706,811,3,61.579,0.002336052764878107,22.813195402298852,78584,15.381,0,36.738249999999994
T22451402g,Kia Rio,economy,petrol,2.56,2013,47108,2022,34.53,wheel_shake,0.1,4.776091954022989,10915610.5406526,126.47953570226522,174,34.3448275862069,8.041954022988506,15.479338842975206,34,4.0323529411764705,905,4,55.772,0.000427767118150758,1.152183908045977,284246,7.478,0,13.638
t61975264x,Nissan Qashqai,standart,petrol,4.12,2015,82700,2020,42.52,engine_overheat,0.1,3.696264367816092,8247970.01660585,195.6774216014153,174,33.52873563218391,7.854022988505746,8.867816091954023,34,4.297058823529412,919,4,43.172,-0.18099988586595497,9.125109195402299,649473,21.98,0,19.5075
X-1055263h,Smart ForTwo,economy,petrol,4.1,2015,80197,2016,43.2,engine_overheat,0.1,4.075344827586207,9669589.10797686,190.5382565767293,174,33.666666666666664,7.843103448275862,9.954022988505747,34,3.905882352941177,913,4,41.126,-0.07151985425083479,16.575442528735632,323579,30.516,0,20.280749999999998
B-1276447I,Skoda Rapid,economy,petrol,5.72,2017,123499,2014,35.39,wheel_shake,0.1,4.792758620689654,12100614.222131712,138.16616509072543,174,33.08620689655172,8.074137931034484,15.678571428571429,34,3.326470588235294,890,4,41.757999999999996,0.22642149910726686,8.846896551724138,15756,6.57,0,19.91475
F57559229C,VW Polo VI,economy,petrol,4.48,2013,44095,2016,29.87,gear_stick,0.78,4.5825862068965515,18523422.516883563,106.5382758169159,174,33.333333333333336,7.84367816091954,9.362068965517242,34,3.2147058823529413,943,4,29.01,0.10785267720019358,-1.8609022988505746,81835,0.859,0,4.868
s-5093199D,Renault Kaptur,standart,petrol,5.88,2011,2793,2021,48.47,engine_ignition,0.1,4.202068965517241,18110291.15934131,190.245270493884,174,33.241379310344826,8.117241379310345,8.0,34,2.9558823529411766,838,4,52.541,-0.10201848551277345,4.973281609195403,627019,-0.754,0,17.30825
B-1571885y,Kia Sportage,standart,petrol,3.94,2014,66844,2019,27.11,engine_fuel,0.1,3.7743103448275863,7983130.395283742,153.44415568043152,174,32.247126436781606,8.125287356321838,16.076923076923077,34,4.705882352941177,968,4,15.298,0.06412880775243113,-4.000275862068966,16851,-0.0,0,0.0
e14382410l,Smart ForTwo,economy,petrol,3.22,2015,82106,2018,23.22,break_bug,0.1,5.588218390804598,16952863.4745841,98.87601653149412,174,34.11494252873563,7.954597701149424,7.5344827586206895,34,4.144117647058824,952,3,29.028,-0.038891631146549775,-7.615959770114942,431693,1.361,0,1.361
c-1538833m,Kia Rio X-line,economy,petrol,5.34,2013,46719,2016,43.74,engine_fuel,0.1,4.211724137931035,17531263.393176984,192.92173964105396,174,33.12643678160919,8.072413793103447,15.210084033613445,34,2.4352941176470586,846,4,39.799,-0.04772419406859661,10.2233908045977,396466,1.377,0,20.64
G-1242522V,Renault Sandero,standart,petrol,3.74,2011,3464,2018,33.19,electro_bug,0.0,3.98316091954023,9052838.973162347,190.7470176287871,174,37.03448275862069,7.994252873563219,6.942528735632184,34,3.9588235294117644,801,2,54.342,0.09894510763263659,-16.13425287356322,84852,-1.131,0,-7.140750000000001
z52651957L,Fiat 500,business,petrol,3.0,2013,41551,2015,52.29,engine_check,0.11,4.373908045977011,20268272.40584664,168.15954692798474,174,32.775862068965516,8.1316091954023,15.5929203539823,34,3.4647058823529413,882,3,84.4,-0.02416982997265885,-8.022183908045976,737379,3.265,0,-0.16
R15749283D,Skoda Rapid,economy,petrol,3.24,2014,68714,2020,28.46,break_bug,0.44,5.500402298850575,16368396.940277258,110.5898651773244,174,33.758620689655174,8.031609195402298,7.551724137931035,34,3.326470588235294,824,4,93.359,-0.21260422997844716,-19.665155172413794,251370,1.641,0,2.968
Z-7340686v,Renault Sandero,standart,petrol,5.66,2014,63799,2019,34.19,gear_stick,0.37,4.362873563218391,9649926.939106124,98.82966272810408,174,32.4367816091954,7.835057471264368,9.425287356321839,34,3.673529411764706,932,3,15.299,-0.04678912491526037,-2.0868103448275863,353027,-0.0,0,0.0
X13250656u,Kia Rio X,economy,petrol,3.1,2013,39314,2020,39.99,gear_stick,0.1,4.333620689655172,10983025.395027027,92.96901136295652,174,33.99425287356322,7.9045977011494255,8.988372093023257,34,3.823529411764706,904,4,10.9,-0.004560362369238835,-1.8688620689655173,330005,-0.0,0,-0.001
b-1016644U,VW Tiguan,economy,petrol,4.92,2016,105654,2020,58.02,engine_check,0.1,4.668275862068965,16188940.84409222,142.0,174,35.02873563218391,8.151149425287356,15.007936507936508,34,2.7941176470588234,902,4,14.2,-0.12650849128826958,-2.7288965517241377,378747,-0.0,0,-0.0
e-9324711M,Renault Sandero,standart,petrol,5.8,2012,21636,2015,62.78,engine_ignition,0.1,4.467931034482758,14447388.065958375,193.809809109529,174,35.2816091954023,7.924137931034482,6.747126436781609,34,3.447058823529412,712,3,40.009,-0.061576285962776235,8.542816091954023,429703,-0.885,0,18.981
S-1099304I,Renault Sandero,standart,petrol,4.88,2014,56905,2019,51.89,engine_ignition,0.1,4.107011494252873,8331401.015641832,166.27106645219112,174,34.64942528735632,7.861494252873563,7.011494252873563,34,3.111764705882353,1014,4,42.971999999999994,0.1754375380667177,-0.3451494252873563,258481,-1.073,0,9.793500000000002
A-1956639b,Renault Sandero,standart,petrol,4.94,2011,2967,2018,51.07,engine_ignition,0.1,4.024770114942529,9147196.126341347,187.63711898225017,174,34.48275862068966,7.936781609195402,7.114942528735632,34,3.326470588235294,975,3,37.13,-0.058879057617173575,15.458114942528736,2878,1.26,0,22.4315
X-8191999r,Hyundai Solaris,economy,petrol,6.22,2013,50370,2020,62.45,another_bug,0.1,4.886724137931035,16164917.117648732,200.0,174,34.49425287356322,8.10919540229885,17.75221238938053,34,3.9647058823529413,994,4,49.164,0.019144982975036733,0.3782183908045976,328053,-7.823,0,6.281000000000001
g83089172g,VW Tiguan,economy,petrol,3.48,2016,103957,2022,59.44,another_bug,0.1,4.57080459770115,12796948.057207199,159.0,174,36.94252873563219,8.072413793103447,17.1900826446281,34,3.6676470588235297,897,4,46.864000000000004,-0.029028312581494634,-1.4491379310344827,465700,7.366,0,5.57075
m-1402552y,Renault Sandero,standart,petrol,5.1,2014,67311,2019,35.05,break_bug,0.1,5.38316091954023,10606931.357157439,123.46131963743888,174,34.3448275862069,8.018965517241378,7.7701149425287355,34,2.9588235294117644,949,4,65.926,-0.02860379611916899,-8.836408045977011,539299,4.025,0,7.768
G-2990262b,Smart Coupe,economy,petrol,4.76,2016,105804,2018,64.62,engine_ignition,0.1,4.027183908045977,9591606.812606374,192.5319751782041,174,32.31609195402299,7.922413793103448,7.132183908045977,34,2.9588235294117644,855,4,61.016,-0.20248676598603976,21.678298850574713,87269,2.09,0,41.25175
p97508110p,Kia Sportage,standart,petrol,4.02,2015,87294,2021,37.22,break_bug,0.1,5.186954022988505,15646681.493890509,115.57708620272103,174,35.160919540229884,7.964942528735633,6.706896551724138,34,3.826470588235294,842,4,69.701,0.015623952586624034,-19.307097701149424,591917,4.271,0,-1.76725
O-9487423J,Kia Rio X-line,economy,petrol,7.1,2015,93798,2018,23.88,electro_bug,0.0,4.288275862068965,7639108.354065446,170.69254120568223,174,33.2183908045977,8.083908045977012,8.086206896551724,34,4.141176470588236,881,3,56.760000000000005,0.07515496044367816,9.969994252873564,205976,-0.855,0,18.46
o21208881t,Audi Q3,premium,petrol,4.62,2015,91920,2018,44.44,engine_fuel,0.1,4.120114942528735,8489999.455669044,191.4963669496981,174,36.206896551724135,8.147126436781608,17.422764227642276,34,4.079411764705882,917,4,44.818,0.09970886018333758,4.582793103448275,574989,-1.819,0,14.6425
m-1655829f,VW Tiguan,economy,petrol,6.88,2013,49884,2019,44.13,wheel_shake,0.1,4.550977011494253,9106617.161940642,133.65491684877702,174,35.57471264367816,8.070114942528736,16.950819672131146,34,3.5500000000000003,868,4,48.397,-0.012435496167664262,8.566057471264367,540023,22.009,0,16.679
s-1795135b,Nissan Qashqai,standart,petrol,5.2,2015,89261,2020,56.38,engine_ignition,0.1,3.8111494252873563,15735782.599382592,194.3805253408759,174,34.38505747126437,7.961494252873563,7.954022988505747,34,3.461764705882353,909,4,48.824,0.15512725151183063,17.775603448275863,624232,4.004,0,30.249499999999998
X10754765V,VW Tiguan,economy,petrol,2.16,2017,125986,2021,27.25,electro_bug,0.0,4.114770114942529,9044266.691894831,170.0,174,37.37931034482759,7.945977011494253,7.017241379310345,34,3.7529411764705882,846,4,52.009,-0.07055599604745158,-7.17433908045977,328346,-20.922,0,3.749
q-1010002z,Smart ForTwo,economy,petrol,6.08,2014,64415,2021,22.34,wheel_shake,0.1,4.753850574712644,15634240.745713113,124.812779199859,174,33.02298850574713,8.187931034482759,17.32520325203252,34,4.482352941176471,918,4,44.957,-0.03885758782038823,12.835281609195402,592408,11.798,0,20.840249999999997
C-1546256l,Mercedes-Benz E200,business,petrol,3.44,2014,60285,2020,62.33,engine_check,0.3,4.786379310344828,9610715.078245945,168.19175476205345,174,35.52298850574713,8.296551724137931,15.837606837606838,34,2.764705882352941,985,4,10.299999999999999,-0.08766856327135997,-2.4734310344827586,32470,-0.0,0,0.0
x80611394y,Smart Coupe,economy,petrol,2.7,2016,99209,2020,44.85,engine_check,0.1,4.447586206896552,18525148.190084748,156.52899950480702,174,33.97126436781609,8.117241379310345,16.53125,34,2.8323529411764703,897,4,44.107,0.03175115457748367,-5.740045977011494,708952,19.837,0,1.3445
x-1155940j,Renault Sandero,standart,petrol,5.66,2013,39970,2015,61.79,engine_ignition,0.1,4.030057471264368,19433040.99836531,179.85066905537815,174,34.0632183908046,8.02471264367816,7.339080459770115,34,2.8529411764705883,998,4,52.080000000000005,-0.08395836227773615,21.12144827586207,696092,-0.891,0,33.8515
y17958394w,Hyundai Solaris,economy,petrol,3.6,2015,75192,2015,80.36,another_bug,0.1,4.659195402298851,10884391.210368505,185.6022463138197,174,33.64367816091954,8.133333333333333,17.03305785123967,34,2.861764705882353,864,4,10.001999999999999,-0.00739787896122344,-0.1610574712643678,719363,-0.0,0,0.0
w75295475d,Kia Rio,economy,petrol,3.62,2011,2985,2021,25.31,engine_fuel,0.1,4.091781609195403,10255621.469881706,183.56295862989148,174,34.14942528735632,7.99080459770115,13.920353982300885,34,4.229411764705882,774,4,79.526,-0.1400991994465944,13.217977011494252,695573,-0.525,0,34.2575
a-4209036O,Renault Sandero,standart,petrol,5.9,2015,83147,2020,31.49,engine_fuel,0.1,4.078908045977012,7046024.974381741,177.87662954667886,174,32.31609195402299,8.117241379310345,20.473684210526315,34,3.385294117647059,831,4,50.811,0.08945537853540261,-3.100712643678161,369319,2.641,0,12.87125
z-1424722R,Kia Rio X-line,economy,petrol,5.44,2013,39575,2018,47.14,engine_check,0.1,4.510287356321839,18470963.591518465,159.0,174,32.327586206896555,8.144827586206898,14.5625,34,2.8294117647058825,975,4,41.706,-0.08871140800807516,16.293482758620687,725339,37.457,0,23.20475
e88950408e,Smart Coupe,economy,petrol,4.28,2014,65534,2015,60.37,engine_ignition,0.1,3.955747126436781,16151585.83308108,199.2396043168905,174,35.2183908045977,8.004022988505747,7.448275862068965,34,3.073529411764706,882,4,35.115,-0.04562678506001637,2.1428908045977013,436832,1.672,0,7.6465000000000005
z-1104831H,Kia Sportage,standart,petrol,5.06,2012,19285,2020,26.58,engine_fuel,0.1,4.199712643678161,14501038.720021699,167.5225609283261,174,33.07471264367816,8.151724137931035,18.218487394957982,34,4.135294117647058,892,4,54.567,0.12509361197369517,12.943247126436782,723757,0.416,0,26.935
E86045670c,Kia Rio X,economy,petrol,3.54,2012,25095,2018,38.89,break_bug,0.1,5.396551724137931,8993088.806503654,125.96806875887286,174,34.35632183908046,7.964942528735633,7.045977011494253,34,3.5029411764705882,867,4,8.599,0.0015095073428272796,-2.1500919540229884,69074,0.0,0,-0.0
v88691914J,VW Polo,economy,petrol,4.14,2014,66664,2018,32.91,engine_fuel,0.1,4.314252873563218,13169981.006071204,170.77956067377923,174,33.97126436781609,8.108045977011495,17.875,34,3.1558823529411764,885,5,43.348,0.02408509202833531,1.262816091954023,681304,-3.512,0,5.703250000000001
d-6273123g,Audi A4,premium,petrol,5.4,2014,70494,2018,76.1,another_bug,0.1,4.823563218390804,12723688.737317197,200.0,174,35.867816091954026,8.116666666666667,16.066037735849058,34,3.4499999999999997,893,4,42.259,0.011109094116027089,-12.7445,416149,-0.552,0,-7.6755
I-5675626j,Renault Kaptur,standart,petrol,4.2,2015,77857,2020,27.92,electro_bug,0.0,4.037068965517242,9551361.980897503,173.0,174,34.9367816091954,7.970114942528736,6.994252873563219,34,4.685294117647059,915,4,5.085,0.04260884558356226,-0.0601896551724138,118095,-0.0,0,0.04175
K91014117o,Skoda Rapid,economy,petrol,2.92,2016,107730,2021,94.28,another_bug,0.28,4.864310344827586,4516259.345902212,200.0,174,32.793103448275865,8.12183908045977,19.693693693693692,34,3.0794117647058825,881,4,10.0,0.020566897021541745,-0.15012068965517242,152177,0.0,0,-0.0
r18501621n,VW Tiguan,economy,petrol,2.36,2013,37137,2019,36.38,electro_bug,0.0,4.330229885057472,14490165.71509745,169.21798863629613,174,36.201149425287355,8.020114942528735,7.408045977011494,34,3.144117647058824,782,4,9.086,0.09640322770927953,-0.13809195402298852,617330,-0.0,0,0.04375
A-2157802N,Nissan Qashqai,standart,petrol,4.48,2015,85244,2021,29.11,gear_stick,0.1,4.341379310344827,11088970.465797976,111.00978796386852,174,33.39655172413793,7.838505747126438,8.293103448275861,34,3.8529411764705883,1008,4,15.0,-0.04194698686873886,-2.3698103448275862,3498,-0.0,0,0.0
f55908334b,VW Polo,economy,petrol,2.6,2012,19697,2019,41.06,gear_stick,0.1,4.306436781609196,12819263.141763208,101.7847420267012,174,31.844827586206897,7.842528735632183,9.597701149425287,34,3.5352941176470587,856,4,84.191,0.13430950655567642,-24.89707471264368,451285,3.978,0,2.3785
L13979610h,VW Polo,economy,petrol,4.2,2015,81080,2021,24.54,engine_fuel,0.1,3.9364942528735636,12871344.385857964,171.29471213466812,174,34.10344827586207,8.102298850574712,18.22608695652174,34,3.6705882352941175,980,4,13.599,-0.057086667141376425,-3.165235632183908,161460,0.0,0,0.0
